sent,Word,Tag
sent: 3970,alvida,O
sent: 3970,#VishAna,O
sent: 3970,https://t.co/DJp2lNCbkw,O
sent: 3971,RT,O
sent: 3971,@LALETTAN_BOYS,O
sent: 3971,:,O
sent: 3971,Lalettan,B-PERSON
sent: 3971,may,O
sent: 3971,do,O
sent: 3971,a,O
sent: 3971,film,O
sent: 3971,with,O
sent: 3971,Thala,B-PERSON
sent: 3971,in,O
sent: 3971,Tamil,O
sent: 3971,for,O
sent: 3971,Vishnuvardhan,B-PERSON
sent: 3971,movie,O
sent: 3971,.,O
sent: 3971,Director,O
sent: 3971,now,O
sent: 3971,at,O
sent: 3971,Kerala,B-PLACE
sent: 3971,For,O
sent: 3971,story,O
sent: 3971,narration,O
sent: 3972,@Harysforu,O
sent: 3972,unmatchable,O
sent: 3972,energy,O
sent: 3972,eyyyyy,O
sent: 3972,jai,O
sent: 3972,balayya,O
sent: 3973,@DareToZlaataan,O
sent: 3973,humse,O
sent: 3973,ummeed,O
sent: 3973,na,O
sent: 3973,rkho,O
sent: 3973,:p,O
sent: 3974,@sulabhpandey_,O
sent: 3974,@sanjaynirupam,O
sent: 3974,@DrunkVinodMehta,O
sent: 3974,havai,O
sent: 3974,yatra,O
sent: 3974,se,O
sent: 3974,yad,O
sent: 3974,aaya,O
sent: 3974,!,O
sent: 3974,Kahi,O
sent: 3974,aap,O
sent: 3974,ex,O
sent: 3974,president,O
sent: 3974,pratibha,B-PERSON
sent: 3974,patil,I-PERSON
sent: 3974,ji,O
sent: 3974,ki,O
sent: 3974,to,O
sent: 3974,bat,O
sent: 3974,nahi,O
sent: 3974,kar,O
sent: 3974,rahe,O
sent: 3974,?,O
sent: 3975,RT,O
sent: 3975,@gouravgg1993,O
sent: 3975,:,O
sent: 3975,@Gurmeetramrahim,O
sent: 3975,#MSGmissionHumanity,O
sent: 3975,woww,O
sent: 3975,pita,O
sent: 3975,ji,O
sent: 3975,sabhi,O
sent: 3975,sewadar,O
sent: 3975,apki,O
sent: 3975,rehmat,O
sent: 3975,se,O
sent: 3975,bahut,O
sent: 3975,sewa,O
sent: 3975,krte,O
sent: 3975,hai,O
sent: 3975,ji,O
sent: 3976,Need,O
sent: 3976,one,O
sent: 3976,for,O
sent: 3976,Zardari,B-PERSON
sent: 3976,and,O
sent: 3976,Nawaz,B-PERSON
sent: 3976,Shareef,I-PERSON
sent: 3976,!!,O
sent: 3976,https://t.co/6283x5zkZt,O
sent: 3977,RT,O
sent: 3977,@ShirishKunder,O
sent: 3977,:,O
sent: 3977,Aamir,B-PERSON
sent: 3977,Khan's,I-PERSON
sent: 3977,statement,O
sent: 3977,.,O
sent: 3977,Bhakts,O
sent: 3977,can,O
sent: 3977,wait,O
sent: 3977,for,O
sent: 3977,the,O
sent: 3977,Braille,O
sent: 3977,version,O
sent: 3977,.,O
sent: 3977,https://t.co/jJFFhXPOMH,O
sent: 3978,@BCCI,O
sent: 3978,you,O
sent: 3978,will,O
sent: 3978,never,O
sent: 3978,retire,O
sent: 3978,from,O
sent: 3978,our,O
sent: 3978,hearts,O
sent: 3978,Sachin,B-PERSON
sent: 3978,..,O
sent: 3978,#ThankYouSachin,O
sent: 3979,@muzikman_07,O
sent: 3979,mohit,B-PERSON
sent: 3979,raina,I-PERSON
sent: 3979,is,O
sent: 3979,the,O
sent: 3979,new,O
sent: 3979,hottie,O
sent: 3980,@itsSSR,O
sent: 3980,fan's,O
sent: 3980,ki,O
sent: 3980,wajse,O
sent: 3980,aaj,O
sent: 3980,tum,O
sent: 3980,aaha,O
sent: 3980,tak,O
sent: 3980,aaye,O
sent: 3980,ho,O
sent: 3980,beta,O
sent: 3981,#RailBudget2015,O
sent: 3981,@narendramodi,O
sent: 3981,@RailMinIndia,O
sent: 3981,kaamchori,O
sent: 3981,/mismanagement/nonsensical,O
sent: 3981,rules,O
sent: 3981,/,O
sent: 3981,babugiri/,O
sent: 3981,all,O
sent: 3981,this,O
sent: 3981,sums,O
sent: 3981,up,O
sent: 3981,as,O
sent: 3981,INDIAN,B-ORGANISATION
sent: 3981,RAILWAY,I-ORGANISATION
sent: 3982,PIB_India,B-ORGANISATION
sent: 3982,#UHF,O
sent: 3982,RT,O
sent: 3982,RailMinIndia,B-ORGANISATION
sent: 3982,:,O
sent: 3982,67%,O
sent: 3982,more,O
sent: 3982,funds,O
sent: 3982,allotted,O
sent: 3982,for,O
sent: 3982,passenger,O
sent: 3982,amenities,O
sent: 3982,#RailBudget2015,O
sent: 3982,Catch,O
sent: 3982,it,O
sent: 3982,live,O
sent: 3982,http://t.co/Yurj6O5LMW,O
sent: 3983,@king_ranjhna,O
sent: 3983,@21century_kant,O
sent: 3983,ye,O
sent: 3983,respect,O
sent: 3983,h,O
sent: 3983,ek,O
sent: 3983,woman,O
sent: 3983,ki,O
sent: 3983,kamal,O
sent: 3983,h,O
sent: 3984,@ZoomTV,O
sent: 3984,who,O
sent: 3984,is,O
sent: 3984,harman,B-PERSON
sent: 3984,baweja,I-PERSON
sent: 3984,??,O
sent: 3985,@anky1912,O
sent: 3985,@itsssr,O
sent: 3985,Happy,O
sent: 3985,mahashivratri,O
sent: 3985,...,O
sent: 3985,aum,O
sent: 3985,Namah,O
sent: 3985,shivaya,B-PERSON
sent: 3985,...,O
sent: 3985,"""",O
sent: 3986,maan,O
sent: 3986,karate,O
sent: 3986,superb,O
sent: 3986,movie,O
sent: 3986,enjoying,O
sent: 3986,with,O
sent: 3986,sivakarthikeyan,B-PERSON
sent: 3986,comedy,O
sent: 3986,and,O
sent: 3986,his,O
sent: 3986,centiment,O
sent: 3987,Kejriwal,B-PERSON
sent: 3987,-,O
sent: 3987,Modi,B-PERSON
sent: 3987,ji,O
sent: 3987,ye,O
sent: 3987,aapki,O
sent: 3987,Degrees,O
sent: 3987,fake,O
sent: 3987,hain,O
sent: 3987,.,O
sent: 3987,Modi-,B-PERSON
sent: 3987,Maalum,O
sent: 3987,hai,O
sent: 3987,...,O
sent: 3987,AAPke,O
sent: 3987,Tomar,B-PERSON
sent: 3987,ji,O
sent: 3987,se,O
sent: 3987,hi,O
sent: 3987,toh,O
sent: 3987,banwaai,O
sent: 3987,hain,O
sent: 3987,.,O
sent: 3988,Shoaib,B-PERSON
sent: 3988,malik,I-PERSON
sent: 3988,showing,O
sent: 3988,his,O
sent: 3988,class,O
sent: 3988,-,O
sent: 3988,top,O
sent: 3988,notch,O
sent: 3988,-,O
sent: 3988,#PAKvsIND,O
sent: 3989,HAPPY,O
sent: 3989,MAHASHIVRATRI,O
sent: 3989,<3,O
sent: 3989,JAI,O
sent: 3989,BHOLENATH,B-PERSON
sent: 3989,<3<3,O
sent: 3989,JAI,O
sent: 3989,MAA,O
sent: 3989,PARVATI,O
sent: 3989,<3,O
sent: 3989,http://t.co/xMhhsKrpBV,O
sent: 3989,#Hindus,O
sent: 3989,#Hinduism,O
sent: 3989,http://t.co/iNe3qJVdtL,O
sent: 3990,Har,O
sent: 3990,Insaan,O
sent: 3990,ek,O
sent: 3990,Second,O
sent: 3990,Chance,O
sent: 3990,Deserve,O
sent: 3990,karta,O
sent: 3990,hai,O
sent: 3990,.....,O
sent: 3991,RT,O
sent: 3991,@BeingSalmanKhan,O
sent: 3991,:,O
sent: 3991,Let's,O
sent: 3991,cheer,O
sent: 3991,for,O
sent: 3991,Lalita,B-PERSON
sent: 3991,Babar,I-PERSON
sent: 3991,#RioOlympics2016,O
sent: 3991,#MakeIndiaProud,O
sent: 3991,https://t.co/lzOE2v3U7u,O
sent: 3992,#Jaldoot,O
sent: 3992,3,O
sent: 3992,water,O
sent: 3992,train,O
sent: 3992,passing,O
sent: 3992,Pandharpur,B-PLACE
sent: 3992,and,O
sent: 3992,Kurduwadi,B-PLACE
sent: 3992,enroute,O
sent: 3992,to,O
sent: 3992,#Latur,O
sent: 3992,https://t.co/WThZC9gXvW,O
sent: 3993,@Ankit_Tyagi01,O
sent: 3993,@ArvindKejriwal,O
sent: 3993,@narendramodi,O
sent: 3993,sir,O
sent: 3993,Delhi,B-PLACE
sent: 3993,me,O
sent: 3993,Etne,O
sent: 3993,odd,O
sent: 3993,even,O
sent: 3993,ke,O
sent: 3993,poster,O
sent: 3993,lage,O
sent: 3993,wo,O
sent: 3993,kab,O
sent: 3993,hatege,O
sent: 3994,RT,O
sent: 3994,@sailorsaurabh,O
sent: 3994,:,O
sent: 3994,Great,O
sent: 3994,job,O
sent: 3994,by,O
sent: 3994,railway,B-ORGANISATION
sent: 3994,ministry,I-ORGANISATION
sent: 3994,.,O
sent: 3994,Mr.,B-PERSON
sent: 3994,Suresh,I-PERSON
sent: 3994,Prabhu,I-PERSON
sent: 3994,setting,O
sent: 3994,a,O
sent: 3994,benchmark,O
sent: 3994,of,O
sent: 3994,custoner,O
sent: 3994,service,O
sent: 3994,for,O
sent: 3994,other,O
sent: 3994,ministries,O
sent: 3994,....,O
sent: 3994,https,O
sent: 3994,:/,O
sent: 3995,Sometimes,O
sent: 3995,I,O
sent: 3995,look,O
sent: 3995,at,O
sent: 3995,the,O
sent: 3995,heavens,O
sent: 3995,for,O
sent: 3995,inspiration,O
sent: 3995,..,O
sent: 3995,:),O
sent: 3995,#Retrica,O
sent: 3995,#Sunshine,O
sent: 3995,http://t.co/1BR2RZGKbi,O
sent: 3996,@janimynk,O
sent: 3996,@Maddy_Saheb,O
sent: 3996,@bhakht,O
sent: 3996,@MODIsWarrior,O
sent: 3996,2,O
sent: 3996,ghante,O
sent: 3996,se,O
sent: 3996,Google,B-ORGANISATION
sent: 3996,kar,O
sent: 3996,raha,O
sent: 3996,hun,O
sent: 3996,.,O
sent: 3996,reat,O
sent: 3996,great,O
sent: 3996,l,O
sent: 3996,b,O
sent: 3996,shastri,B-PERSON
sent: 3996,ji,O
sent: 3996,",",O
sent: 3996,gandhi,B-PERSON
sent: 3996,was,O
sent: 3996,a,O
sent: 3996,self,O
sent: 3996,proclaimed,O
sent: 3996,"""",O
sent: 3996,mahat,O
sent: 3997,RT,O
sent: 3997,MLBANSAL,B-PERSON
sent: 3997,:,O
sent: 3997,RT,O
sent: 3997,jsingh341,B-PERSON
sent: 3997,:,O
sent: 3997,RT,O
sent: 3997,ShatyUvma,O
sent: 3997,:,O
sent: 3997,RT,O
sent: 3997,cuteinsan,O
sent: 3997,:,O
sent: 3997,Gurmeetramrahim,B-PERSON
sent: 3997,#MSG100CroreClub,O
sent: 3997,#MustWatchMSG,O
sent: 3997,craze,O
sent: 3997,for,O
sent: 3997,MS,O
sent: 3997,http://t.co/wfEmqNTcjS,O
sent: 3998,PAPPU,B-PERSON
sent: 3998,doing,O
sent: 3998,chintan,O
sent: 3998,in,O
sent: 3998,Himalayas,B-PLACE
sent: 3998,singing,O
sent: 3998,"""",O
sent: 3998,Mai,O
sent: 3998,aisa,O
sent: 3998,q,O
sent: 3998,hu,O
sent: 3998,",",O
sent: 3998,Mai,O
sent: 3998,aisa,O
sent: 3998,q,O
sent: 3998,hue,O
sent: 3998,"""",O
sent: 3998,#RahulOnLeave,O
sent: 3998,#RahulGandhi,O
sent: 3998,#WhereIsRahulGandhi,O
sent: 3999,Super,O
sent: 3999,Model,O
sent: 3999,Gizele,B-PERSON
sent: 3999,Thakral's,I-PERSON
sent: 3999,LEAKED,O
sent: 3999,UNCENSORED,O
sent: 3999,photoshoot,O
sent: 3999,video,O
sent: 3999,-,O
sent: 3999,1,O
sent: 3999,.,O
sent: 3999,(,O
sent: 3999,18+),O
sent: 3999,See,O
sent: 3999,the,O
sent: 3999,full,O
sent: 3999,video,O
sent: 3999,at,O
sent: 3999,:,O
sent: 3999,https://t.co/H9rrYYhdIZ,O
sent: 3999,#gizelethakral,O
sent: 4000,@aditi_tyagi,O
sent: 4000,@praveenpandram,O
sent: 4000,@LambaAlka,O
sent: 4000,@ZeeNews,O
sent: 4000,aapne,O
sent: 4000,Saturday,O
sent: 4000,ko,O
sent: 4000,gadi,O
sent: 4000,road,O
sent: 4000,par,O
sent: 4000,nahi,O
sent: 4000,chalai,O
sent: 4000,",",O
sent: 4000,without,O
sent: 4000,jam,O
sent: 4000,road,O
sent: 4000,",",O
sent: 4000,90,O
sent: 4000,min,O
sent: 4000,Ka,O
sent: 4000,safar,O
sent: 4000,40,O
sent: 4000,min,O
sent: 4000,la,O
sent: 4001,Government,O
sent: 4001,Should,O
sent: 4001,Reconsider,O
sent: 4001,Krishi,O
sent: 4001,Kalayan,O
sent: 4001,Cess,O
sent: 4001,Imposition,O
sent: 4001,:,O
sent: 4001,Assocham,B-PERSON
sent: 4001,:,O
sent: 4001,Government,O
sent: 4001,should,O
sent: 4001,reconsider,O
sent: 4001,...,O
sent: 4001,https://t.co/BGQBPn9n1X,O
sent: 4001,via,O
sent: 4001,@ndtv,O
sent: 4002,Yeh,O
sent: 4002,Jawaani,O
sent: 4002,Hai,O
sent: 4002,Deewani-Deepika,B-PERSON
sent: 4002,Padukone,I-PERSON
sent: 4002,",",O
sent: 4002,Ranbir,B-PERSON
sent: 4002,Kapoor,I-PERSON
sent: 4002,",",O
sent: 4002,Kalki,B-PERSON
sent: 4002,Koechlin,I-PERSON
sent: 4002,",",O
sent: 4002,Aditya,B-PERSON
sent: 4002,Roy,I-PERSON
sent: 4002,Kapur,I-PERSON
sent: 4002,http://t.co/W0xrtVAJPz,O
sent: 4003,@SrBachchan,O
sent: 4003,John,B-PERSON
sent: 4003,jani,O
sent: 4003,janardan,O
sent: 4003,...,O
sent: 4003,Tara,O
sent: 4003,rum,O
sent: 4003,pum,O
sent: 4003,pum,O
sent: 4004,#ChennaiFloods,O
sent: 4004,:,O
sent: 4004,IAF,B-ORGANISATION
sent: 4004,has,O
sent: 4004,airlifted,O
sent: 4004,17,O
sent: 4004,teams,O
sent: 4004,of,O
sent: 4004,NDRF,B-ORGANISATION
sent: 4004,teams,O
sent: 4004,from,O
sent: 4004,Delhi,B-PLACE
sent: 4004,",",O
sent: 4004,Bhubaneswar,B-PLACE
sent: 4004,",",O
sent: 4004,Bathinda,B-PLACE
sent: 4004,&,O
sent: 4004,2,O
sent: 4004,Columns,O
sent: 4004,of,O
sent: 4004,Army,O
sent: 4004,.,O
sent: 4004,https://t.co/7peINeJesW,O
sent: 4005,RT,O
sent: 4005,@ChaitraSalian,O
sent: 4005,:,O
sent: 4005,Happy,O
sent: 4005,MahaShivratri,O
sent: 4005,...,O
sent: 4005,Om,O
sent: 4005,namah,O
sent: 4005,Shiva,B-PERSON
sent: 4006,@TimesNow,O
sent: 4006,MC,O
sent: 4006,press,O
sent: 4006,conference,O
sent: 4006,kya,O
sent: 4006,kr,O
sent: 4006,raha,O
sent: 4006,hai,O
sent: 4006,be,O
sent: 4006,",",O
sent: 4006,arrest,O
sent: 4006,kr,O
sent: 4006,BC,O
sent: 4006,!,O
sent: 4006,Darpok,O
sent: 4006,sahab,O
sent: 4006,sent,O
sent: 4006,@GVLNRAO,O
sent: 4006,to,O
sent: 4006,press,O
sent: 4006,conference,O
sent: 4006,Where,O
sent: 4006,z,O
sent: 4006,re-signation,O
sent: 4006,prasad,B-PERSON
sent: 4007,@binta_sweet,O
sent: 4007,Aavu,O
sent: 4007,Naa,O
sent: 4007,kene,O
sent: 4007,yaaar,O
sent: 4007,It,O
sent: 4007,hurts,O
sent: 4008,RT,O
sent: 4008,@richaanirudh,O
sent: 4008,:,O
sent: 4008,Its,O
sent: 4008,rare,O
sent: 4008,tht,O
sent: 4008,politicns,O
sent: 4008,get,O
sent: 4008,praised,O
sent: 4008,by,O
sent: 4008,#BigHeroes,O
sent: 4008,.,O
sent: 4008,Was,O
sent: 4008,happy,O
sent: 4008,to,O
sent: 4008,hear,O
sent: 4008,how,O
sent: 4008,@Saurabh_MLAgk,O
sent: 4008,helpd,O
sent: 4008,Anandini,B-PERSON
sent: 4008,get,O
sent: 4008,a,O
sent: 4008,basketball,O
sent: 4008,cou,O
sent: 4009,#NihalBitla,O
sent: 4009,India's,B-PLACE
sent: 4009,face,O
sent: 4009,of,O
sent: 4009,Progeria,O
sent: 4009,dies,O
sent: 4009,in,O
sent: 4009,Telangana,B-PLACE
sent: 4009,#RestInPeace,O
sent: 4009,https://t.co/nQl1OPkpQ3,O
sent: 4009,https://t.co/NIUkbtCVKi,O
sent: 4010,@Sand_In_Deed,O
sent: 4010,:,O
sent: 4010,Ladkiya,O
sent: 4010,mujhe,O
sent: 4010,dekh,O
sent: 4010,ke,O
sent: 4010,pagal,O
sent: 4010,ho,O
sent: 4010,jati,O
sent: 4010,.,O
sent: 4010,Me-Kitni,O
sent: 4010,ladkiya,O
sent: 4010,pagal,O
sent: 4010,hui,O
sent: 4010,?,O
sent: 4010,He-Pic1,O
sent: 4010,Me-kaun,O
sent: 4010,kaun,O
sent: 4010,?,O
sent: 4010,He-Pic,O
sent: 4010,2,O
sent: 4010,&,O
sent: 4010,3,O
sent: 4010,https://t.co/ueR6DS3KpY,O
sent: 4011,RT,O
sent: 4011,@gautamverma23,O
sent: 4011,:,O
sent: 4011,Virat,B-PERSON
sent: 4011,Kohli,I-PERSON
sent: 4011,should,O
sent: 4011,play,O
sent: 4011,till,O
sent: 4011,his,O
sent: 4011,50,O
sent: 4011,.,O
sent: 4011,Cos,O
sent: 4011,he,O
sent: 4011,has,O
sent: 4011,no,O
sent: 4011,career,O
sent: 4011,as,O
sent: 4011,a,O
sent: 4011,commentator,O
sent: 4011,.,O
sent: 4011,Cos,O
sent: 4011,"""",O
sent: 4011,Bhenchod,O
sent: 4011,ne,O
sent: 4011,kya,O
sent: 4011,shot,O
sent: 4011,mara,O
sent: 4011,hai,O
sent: 4011,"""",O
sent: 4011,is,O
sent: 4011,not,O
sent: 4011,a,O
sent: 4012,@Nagendr_Sharma_,O
sent: 4012,Jai,O
sent: 4012,Shri,O
sent: 4012,Krishna,B-PERSON
sent: 4012,!,O
sent: 4012,Thank,O
sent: 4012,u,O
sent: 4012,!,O
sent: 4012,#MahaShivratri,O
sent: 4012,ki,O
sent: 4012,Shubha,O
sent: 4012,kamanaye,O
sent: 4012,!,O
sent: 4012,OmNamaShivaya,O
sent: 4012,http://t.co/abFHQ7KGjP,O
sent: 4013,@IALalika,O
sent: 4013,@Umarkarim89,O
sent: 4013,@ArifeenIbad,O
sent: 4013,No,O
sent: 4013,.,O
sent: 4013,Ballay,O
sent: 4013,Baaz,O
sent: 4013,kuch,O
sent: 4013,nhi,O
sent: 4013,karega,O
sent: 4014,Kon,O
sent: 4014,#Nhaye,O
sent: 4014,itni,O
sent: 4014,thnd,O
sent: 4014,me,O
sent: 4014,3,O
sent: 4014,:),O
sent: 4015,10lakh,O
sent: 4015,k,O
sent: 4015,suit,O
sent: 4015,pe,O
sent: 4015,ek,O
sent: 4015,muffler,O
sent: 4015,bhaari,O
sent: 4015,padh,O
sent: 4015,gya,O
sent: 4015,!!,O
sent: 4015,Dekhte,O
sent: 4015,hi,O
sent: 4015,dekhte,O
sent: 4015,sbko,O
sent: 4015,dhara,O
sent: 4015,shai,O
sent: 4015,kr,O
sent: 4015,gya,O
sent: 4015,!!,O
sent: 4015,#AAPSweep,O
sent: 4015,#DelhiDecides,O
sent: 4015,#AAPStorm,O
sent: 4016,@Gurmeetramrahim,O
sent: 4016,#MSGsaysEqualityToAll,O
sent: 4016,thanku,O
sent: 4016,so,O
sent: 4016,much,O
sent: 4016,pita,O
sent: 4016,ji,O
sent: 4017,#OmNamahShivay,O
sent: 4017,Wish,O
sent: 4017,you,O
sent: 4017,all,O
sent: 4017,a,O
sent: 4017,very,O
sent: 4017,happy,O
sent: 4017,#MahaShivratri,O
sent: 4017,#Shivratri,O
sent: 4017,ki,O
sent: 4017,bohot,O
sent: 4017,bohot,O
sent: 4017,badhaai,O
sent: 4017,aap,O
sent: 4017,sabko,O
sent: 4017,http://t.co/GufQ5n1cx1,O
sent: 4018,Mohit,B-PERSON
sent: 4018,Sharma,I-PERSON
sent: 4018,!,O
sent: 4018,Attaboy,O
sent: 4018,!,O
sent: 4018,Exemplary,O
sent: 4018,!,O
sent: 4018,The,O
sent: 4018,best,O
sent: 4018,19th,O
sent: 4018,over,O
sent: 4018,in,O
sent: 4018,this,O
sent: 4018,IPL,B-ORGANISATION
sent: 4018,",",O
sent: 4018,at,O
sent: 4018,par,O
sent: 4018,wd,O
sent: 4018,Praveen,B-PERSON
sent: 4018,Kumar's,I-PERSON
sent: 4018,19th,O
sent: 4018,!,O
sent: 4018,#KXIPvDD,O
sent: 4019,RT,O
sent: 4019,@kchowdhury9,O
sent: 4019,:,O
sent: 4019,#boycottraees,O
sent: 4019,ayse,O
sent: 4019,chorna,O
sent: 4019,nehi,O
sent: 4019,...,O
sent: 4019,Eid,O
sent: 4019,2016,O
sent: 4019,#raees,O
sent: 4020,RT,O
sent: 4020,ndtv,O
sent: 4020,"""",O
sent: 4020,RT,O
sent: 4020,NDTVProfit,O
sent: 4020,:,O
sent: 4020,#RailBudget2015,O
sent: 4020,Suresh,B-PERSON
sent: 4020,Prabhu,I-PERSON
sent: 4020,says,O
sent: 4020,no,O
sent: 4020,increase,O
sent: 4020,in,O
sent: 4020,passenger,O
sent: 4020,fares,O
sent: 4020,http://t.co/rHsAEEIWtH,O
sent: 4020,http://t.co/br4crUkkbS,O
sent: 4020,"""",O
sent: 4021,RT,O
sent: 4021,@AShukla_,O
sent: 4021,:,O
sent: 4021,1,O
sent: 4021,TripuraSundariTemple,O
sent: 4021,55,O
sent: 4021,KM,O
sent: 4021,from,O
sent: 4021,Agartala,B-PLACE
sent: 4021,Tripura,B-PLACE
sent: 4021,.,O
sent: 4021,1,O
sent: 4021,of,O
sent: 4021,the,O
sent: 4021,51,O
sent: 4021,Shakti,O
sent: 4021,Peeths,O
sent: 4021,.,O
sent: 4021,Constructed,O
sent: 4021,by,O
sent: 4021,#DhanyaManikyaDebbarma,O
sent: 4021,https://,O
sent: 4022,@piersmorgan,O
sent: 4022,@TrendsPune,O
sent: 4022,i,O
sent: 4022,thought,O
sent: 4022,u,O
sent: 4022,followed,O
sent: 4022,cricket,O
sent: 4022,?,O
sent: 4022,Sahara,B-ORGANISATION
sent: 4022,Pune,I-ORGANISATION
sent: 4022,Warriors,I-ORGANISATION
sent: 4023,@ImRaina,O
sent: 4023,Hey,O
sent: 4023,kya,O
sent: 4023,tum,O
sent: 4023,hum,O
sent: 4023,sabko,O
sent: 4023,Happy,O
sent: 4023,Mahashivratri,O
sent: 4023,wish,O
sent: 4023,karoge,O
sent: 4023,?,O
sent: 4023,hhmm,O
sent: 4024,@A_UoW,O
sent: 4024,lolol,O
sent: 4024,aage,O
sent: 4024,badho,O
sent: 4024,hum,O
sent: 4024,tumhaare,O
sent: 4024,saath,O
sent: 4024,nhi,O
sent: 4024,h,O
sent: 4025,@drdheerajjain,O
sent: 4025,sir,O
sent: 4025,",",O
sent: 4025,konsi,O
sent: 4025,flop,O
sent: 4025,movie,O
sent: 4025,he,O
sent: 4025,ye,O
sent: 4025,?,O
sent: 4025,@MhtRajeev,O
sent: 4026,Mahashivratri,O
sent: 4026,ki,O
sent: 4026,hardik,O
sent: 4026,mangalkamnayen,O
sent: 4026,.,O
sent: 4026,JAI,O
sent: 4026,SHIVSHANKAR,B-PERSON
sent: 4026,[,O
sent: 4026,D,B-PERSON
sent: 4026,.,I-PERSON
sent: 4026,S,I-PERSON
sent: 4026,.,I-PERSON
sent: 4026,Rai,I-PERSON
sent: 4026,],O
sent: 4027,Ye,O
sent: 4027,to,O
sent: 4027,baizti,O
sent: 4027,he,O
sent: 4027,ho,O
sent: 4027,gae,O
sent: 4027,Dhawan,B-PERSON
sent: 4027,#IndvsSA,O
sent: 4028,@sardesairajdeep,O
sent: 4028,@sagarikaghose,O
sent: 4028,@IndiaToday,O
sent: 4028,@aajtak,O
sent: 4028,haramzada,O
sent: 4028,meets,O
sent: 4028,harami,O
sent: 4028,of,O
sent: 4028,JNU,B-ORGANISATION
sent: 4029,RT,O
sent: 4029,@dheeruinsan,O
sent: 4029,:,O
sent: 4029,@Gurmeetramrahim,O
sent: 4029,#StillMSG2Everywhere,O
sent: 4029,dhan,O
sent: 4029,dhan,O
sent: 4029,satguru,B-PERSON
sent: 4029,tera,O
sent: 4029,he,O
sent: 4029,aasra,O
sent: 4029,Gud,O
sent: 4029,morning,O
sent: 4029,Guruji,O
sent: 4029,https://t.co/sYZuZfUPbs,O
sent: 4030,',O
sent: 4030,Vaaimai,O
sent: 4030,',O
sent: 4030,Audio,O
sent: 4030,Launch,O
sent: 4030,|,O
sent: 4030,Bhagyaraj,B-PERSON
sent: 4030,|,O
sent: 4030,Poornima,B-PERSON
sent: 4030,|,O
sent: 4030,Pandiarajan,B-PERSON
sent: 4030,|,O
sent: 4030,Ramki,B-PERSON
sent: 4030,-,O
sent: 4030,TamilTwin,O
sent: 4030,http://t.co/hFP1X7bcWt,O
sent: 4031,RT,O
sent: 4031,@TCNLive,O
sent: 4031,:,O
sent: 4031,Is,O
sent: 4031,Shehla,B-PERSON
sent: 4031,Rashid,I-PERSON
sent: 4031,Muslim,O
sent: 4031,?,O
sent: 4031,Muslim,O
sent: 4031,Discussions,O
sent: 4031,https://t.co/DUlcQ0U25L,O
sent: 4032,RT,O
sent: 4032,@_Rashi__,O
sent: 4032,:,O
sent: 4032,@amazonIN,O
sent: 4032,Mosquito,O
sent: 4032,nets,O
sent: 4032,#10KeBaadKarenge,O
sent: 4032,",",O
sent: 4032,till,O
sent: 4032,then,O
sent: 4032,traditional,O
sent: 4032,mosquito,O
sent: 4032,killing,O
sent: 4032,http://t.co/1l1snIEi5U,O
sent: 4033,@narendramodi,O
sent: 4033,Modi,B-PERSON
sent: 4033,Sir,O
sent: 4033,Apko,O
sent: 4033,b,O
sent: 4033,Mahashivratri,O
sent: 4033,ki,O
sent: 4033,Dheron,O
sent: 4033,Shubhkamnayein,O
sent: 4033,",",O
sent: 4033,Bhagwan,O
sent: 4033,Shiv,B-PERSON
sent: 4033,apki,O
sent: 4033,Umr,O
sent: 4033,Lmbi,O
sent: 4033,kre,O
sent: 4033,and,O
sent: 4033,Ap,O
sent: 4033,aise,O
sent: 4033,hi,O
sent: 4033,desh,O
sent: 4033,ki,O
sent: 4033,sewa,O
sent: 4033,karte,O
sent: 4033,rahe,O
sent: 4034,Pappu,B-PERSON
sent: 4034,left,O
sent: 4034,India,B-PLACE
sent: 4034,on,O
sent: 4034,17th,O
sent: 4034,Feb,O
sent: 4034,for,O
sent: 4034,Bang-Kok,B-PLACE
sent: 4034,via,O
sent: 4034,#Thai,O
sent: 4034,Airways,O
sent: 4034,.,O
sent: 4034,Uske,O
sent: 4034,baad,O
sent: 4034,kaha,O
sent: 4034,gaye,O
sent: 4034,pata,O
sent: 4034,nahi,O
sent: 4034,.,O
sent: 4034,Waah,O
sent: 4034,re,O
sent: 4034,rangeele,O
sent: 4034,Rahul,B-PERSON
sent: 4034,.,O
sent: 4034,#RahulOnLeave,O
sent: 4035,@ImVeeDee,O
sent: 4035,yuhi,O
sent: 4035,kat,O
sent: 4035,jaayega,O
sent: 4035,safar,O
sent: 4035,sath,O
sent: 4035,tweetne,O
sent: 4035,se,O
sent: 4035,",",O
sent: 4035,ki,O
sent: 4035,manzil,O
sent: 4035,aayegi,O
sent: 4035,nazar,O
sent: 4035,sath,O
sent: 4035,tweetne,O
sent: 4035,se,O
sent: 4035,.,O
sent: 4035,Hum,O
sent: 4035,raahi,O
sent: 4035,Twitter,B-ORGANISATION
sent: 4035,ke,O
sent: 4035,@vichupedia,O
sent: 4035,@shikhakotak,O
sent: 4036,@atletidekolkata,O
sent: 4036,XI,O
sent: 4036,:,O
sent: 4036,Calatayud,B-PERSON
sent: 4036,",",O
sent: 4036,Mohanraj,B-PERSON
sent: 4036,",",O
sent: 4036,Tiri,B-PERSON
